RuleName,Description,Severity,Query Frequency,Query Period,Req. modification,Rule ID,Type Of Rule,SOC Status,Scope,LastUpdate
ADDS-006 - Active Directory Database Extraction Activity,"This rule evaluates Windows Security Events (Event ID 4688) and DeviceProcessEvents from Microsoft Defender for Endpoint (MDE) to identify suspicious process executions associated with Active Directory database extraction activity. The rule detects command-line patterns and tools commonly used to access, copy, or extract NTDS.dit and related credential material, including NTDSUtil IFM operations, Esentutl access to NTDS paths, direct NTDS.dit file copy or archival activity, shadow copy based NTDS access, registry hive export on Domain Controllers, DiskShadow activity with NTDS context, and Impacket or secretsdump execution patterns. Alert records: - Time when the suspicious process execution was observed. - Host where the activity occurred. - Whether the host is identified as a known Domain Controller. - Account associated with the suspicious process execution. - Process name or process path related to the detected activity. - Classified Active Directory database extraction technique identified by the rule. - Source telemetry table where the activity was observed. Attackers may attempt to extract NTDS.dit and related registry hives to obtain Active Directory credential material, including password hashes and other sensitive authentication data. Successful extraction may enable offline credential extraction, password cracking, privilege escalation, lateral movement, persistence, or full domain compromise.",High / Medium,PT15M,PT15M,Security Event ID (4688) MDE (DeviceProcessEvents).,666ad563-c3p0-1305-2026-dump14mk1088,Custom,Approved,WinSecEvents,
ADDS-007 - Dumping LSASS Process Into a File,"Adversaries may attempt to access credential material stored in the process memory of the Local Security Authority Subsystem Service (LSASS). After a user logs on, the system generates and stores a variety of credential materials in LSASS process memory. These credential materials can be harvested by an administrative user or system and used to conduct lateral movement using alternate authentication materials. As well as in-memory techniques, the LSASS process memory can be dumped from the target host and analyzed on a local system. Ref: https://attack.mitre.org/techniques/T1003/001/",Medium,PT30M,PT30M,SYSMON.,269eddf9-e7f9-41b0-98ce-c1acb60474b0,Out of Box,Approved,WinSecEvents,
ADDS-008 - Fake computer account created in AD,This query detects domain user accounts creation (event ID 4720) where the username ends with $. Accounts that end with $ are normally domain computer accounts and when they are created the event ID 4741 is generated instead. Ref: https://blog.menasec.net/2019/02/threat-hunting-6-hiding-in-plain-sights.html,Medium,PT1H,PT1H,NO.,606f5024-7045-44c6-abd8-948b3fb18e2d,Out of Box,Approved,WinSecEvents,
ADDS-009 - Identify Mango Sandstorm PowerShell Commands,The query below identifies powershell commands used by the threat actor Mango Sandstorm. Reference: https://www.microsoft.com/security/blog/2022/08/25/mercury-leveraging-log4j-2-vulnerabilities-in-unpatched-systems-to-target-israeli-organizations/,Medium,PT30M,PT30M,NO.,3175a915-4055-4e1d-8792-6300e783b2fa,Out of Box,Approved,WinSecEvents,
ADDS-010 - Local User Account Created on Windows Endpoint,"This rule evaluates DeviceEvents from Microsoft Defender for Endpoint (MDE) and Windows Security Event logs (Event ID 4720) to detect the creation of local user accounts on Windows endpoints (both servers and workstations). Attackers or malicious insiders may exploit legitimate administrative tools or escalate privileges to create unauthorized local accounts. Such accounts can be used for persistence, bypassing detection, or further system compromise. Monitoring this activity aligns with the MITRE ATT&CK technique T1136 - Create Account and is critical for identifying security threats and reducing risks. Alert Records: - Time: When the account creation occurred. - Device: The endpoint's name, type (server or workstation), OS, and IP address. - Initiator: The user or process responsible for creating the account, including their domain, username, and security identifier (SID). - Target: Details of the newly created account, including its username and SID. Monitoring local account creation is critical for detecting potential threats, ensuring accountability, and maintaining secure configurations across the organization’s systems.",Low,PT30M,PT47H,req Event ID 4720 and DeviceEvents (MDE).,win0endp-c3p0-1806-2024-20c9a0mk1088,Custom,Approved,WinSecEvents,
ADDS-011 - Member Added to Local Group on Windows Endpoint,"The rule evaluates DeviceEvents from Microsoft Defender for Endpoint (MDE) and Windows Security Event logs to detect when a user account is added to a local group on Windows endpoints (both servers and workstations). Adding accounts to local groups is a critical operation that can indicate misconfigurations or malicious activity. Monitoring this behavior aligns with the MITRE ATT&CK technique T1136 - Create Account and T1078 - Valid Accounts, focusing on detecting unauthorized changes in group memberships that could lead to privilege escalation or unauthorized access. - Local groups manage access control on individual devices, and unauthorized changes can lead to policy violations or security breaches. - Adversaries may use such changes to gain elevated privileges, bypass authentication mechanisms, or establish persistence. - Tracking these events improves security monitoring and ensures adherence to organizational access control policies. Alert Records: - Time: When the account addition occurred. - Device: The endpoint's name, type (server or workstation), OS, and IP address. - Initiator: The user or process that performed the action, including their domain, username, and security identifier (SID). - Target: Details of the group and the account added to it, including group name, group SID, target username, and SID. By proactively detecting changes in local group memberships, this rule helps organizations mitigate risks associated with unauthorized privilege escalation and enhance their overall security posture.",Medium,PT10M,PT47H,req Event ID 4798 - A user's local group membership was enumerated to work OK and DeviceEvents (MDE).,win6sec7-c3p0-2506-2024-cfbf00mk1088,Custom,Approved,WinSecEvents,
ADDS-012 - Member Added to Privileged Group in Active Directory,"The rule evaluates events where a member is added to a privileged group in Active Directory. The 'ADCustomPrivilegedGroups' watchlist, containing a list of custom privileged groups, is crucial for accurate detection. The alert records the following event details: - Name and SID of the target user - Name and SID of the event initiator - Name and SID of the privileged group Additionally, the rule employs filters to further refine the results, checking for specific conditions such as well-known local and group SIDs, custom privileged groups, and group names containing variations of 'admin.' Identifying these events is imperative for proactive surveillance and the subsequent enforcement of tailored security protocols within the Active Directory infrastructure.",High,PT10M,PT10M,Watchlist ADCustomPrivilegRoles.,adds8b0a-r2d2-2022-a1aa-177448mk1088,Custom,Approved,WinSecEvents,
ADDS-013 - Midnight Blizzard - Script payload stored in Registry,This query identifies when a process execution command-line indicates that a registry value is written to allow for later execution a malicious script References: https://www.microsoft.com/security/blog/2021/03/04/goldmax-goldfinder-sibot-analyzing-nobelium-malware/,Medium,P1D,P1D,NO.,adds38d4-b2b1-2022-91af-cc6597mk1088,Out of Box,Approved,WinSecEvents,
ADDS-014 - Midnight Blizzard - suspicious rundll32.exe execution of vbscript,This query idenifies when rundll32.exe executes a specific set of inline VBScript commands References: https://www.microsoft.com/security/blog/2021/03/04/goldmax-goldfinder-sibot-analyzing-nobelium-malware/,Medium,P1D,P1D,NO.,adds890e-c3p0-2022-bd31-5e1c40mk1088,Out of Box,Approved,WinSecEvents,
ADDS-015 - MSHTML vulnerability CVE-2021-40444 attack,"This query detects attacks that exploit the CVE-2021-40444 MSHTML vulnerability using specially crafted Microsoft Office documents. The detection searches for relevant files used in the attack along with regex matches in commnadline to look for pattern similar to : "".cpl:../../msword.inf"" Refrence: https://www.microsoft.com/security/blog/2021/09/15/analyzing-attacks-that-exploit-the-mshtml-cve-2021-40444-vulnerability/",High,PT1H,PT1H,NO.,ad6ec47b-4lom-2022-98b7-ba87fdmk1088,Out of Box,Approved,WinSecEvents,
ADDS-016 - AD Domain Auth Policy Insecure Configuration,"This detection rule identifies insecure configurations of Active Directory domain authentication policies following a policy change event (Event ID 4739 and 4713). The rule evaluates resulting policy values against defined security baselines and triggers only when the effective configuration does not meet recommended security standards. It focuses on Domain Password Policy and Kerberos Policy settings that directly impact authentication security. Detected scenarios include: - Minimum password length below recommended threshold - Weak or ineffective account lockout configuration - Excessive password lifetime - Disabled password complexity requirements - Enabled reversible password encryption - Disabled enforcement of user logon restrictions (Kerberos) - Excessive Kerberos ticket lifetimes (user, service, renewal) - Increased clock synchronization tolerance The detection is scoped to Domain Controllers to ensure only authoritative domain-level changes are evaluated, excluding local policy applications on member servers. This rule is designed to identify configurations that increase the risk of credential-based attacks, including password spraying, brute force attacks, offline hash cracking, and Kerberos abuse techniques.",Medium,PT1H,P7D,"Security Event ID (4739, 4713, 4768).",666auth2-c3p0-3003-2026-dc5ha4mk1088,Custom,Approved,WinSecEvents,
ADDS-017 - New AD User or Computer Object Created in Unexpected OU,"The rule evaluates Windows Security Event logs (Event ID 5137) to detect the creation of user or computer objects in Active Directory outside of expected organizational units (OUs). Attackers or malicious insiders may attempt to create new AD objects in unexpected OUs to bypass security policies, hide malicious accounts, or establish persistence in the environment. Objects created outside the designated OU structure may not inherit the required Group Policy Objects (GPOs), making them less visible and less protected. Alert records: - Time: When the AD object creation occurred. - Initiator: The account responsible for the creation, including username and SID. - Object: Details of the created object (user or computer), including its name and GUID. - Domain: The domain where the object was created. - Object Path: The distinguished name (DN) and the OU where the object was placed. While this rule highlights potentially suspicious object creation, certain rare administrative activities such as the creation of servers, privileged accounts, or service accounts may also trigger this alert and should be validated as legitimate. Monitoring this event is essential because unauthorized AD objects created in unexpected OUs may lack proper controls, evade detection, or enable adversaries to persist in the environment. This activity represents a deviation from normal administrative practices and therefore poses a security risk.",Low,PT1H,PT1H,watchlist (AD_Objects_expectedOUs).,adds1869-r2d2-0205-2023-fe49admk1088,Custom,Approved,WinSecEvents,
ADDS-018 - New group has been created in AD or Windows Endpoint,"The purpose of this rule is to monitor and alert on the creation of new security groups in both Active Directory (AD) and local Windows Endpoints. This ensures the timely identification of potentially unauthorized or unexpected group creation, which could indicate security breaches or misconfigurations. The rule applies to the following environments: - Active Directory domains - Local Windows Endpoints by collencting Event IDs (4727,4731,4754) from Windows Security Event logs. Alert records: - Created Time, - Domain - Initiator and Computer, - Group Type, Group Name, Group SID, Group DN, Group Description Privileged groups are recorded in the watchlist ADCustomPrivilegedGroups.",Low,PT10M,PT10M,NO.,adds52af-hk47-1304-2023-915575mk1088,Custom,Approved,WinSecEvents,
ADDS-019 - New process of Remote Access Software,"The rule detects new processes relating to common remote access software utilities (watchlist RemoteAccessSoftware) and record each program that is executed, who the program ran as and the process that started this process. You can correlate this event to other event 4689 by Process ID to determine what the program did while it ran and when it exited.",Medium,PT30M,PT30M,Watchlist RemoteAccessSoftware.,adds0d07-r2d2-0301-2023-530f37mk1088,Custom,Approved,WinSecEvents,
ADDS-020 - Non Domain Controller Active Directory Replication,"The rule evaluates potential attempts by non-computer accounts (non-Domain Controllers) to retrieve or synchronize an Active Directory object by leveraging Directory Replication Services (DRS). Typically, a Domain Controller (computer account) would perform these actions in a domain environment. If any of the attributes below are accessed by a non-computer account, an alert is generated: - DS-Replication-Get-Changes - DS-Replication-Get-Changes-All - DS-Replication-Get-Changes-In-Filtered-Set Alert records include: - Time and Date - Account - Host Name - IP Address - Properties More information about Active Directory Replication can be found at: https://threathunterplaybook.com/library/windows/active_directory_replication.html",High,PT1H,PT1H,Watchlist DomainControllerList.,ad47f244-c3p0-2022-a572-0fcbe2mk1088,Custom,Approved,WinSecEvents,
ADDS-021 - Password Reset of Active Directory Privileged Account,"This rule detects events when the password of a Privileged Account in Active Directory is reset. The password reset of a Privileged Account is a critical event that should be rare and strictly controlled. Such an action should always be preceded by a formal request, typically in the form of a ticket, to ensure proper authorization and documentation. Unauthorized or unexpected resets can be indicative of potential security breaches or administrative errors, and they require immediate investigation to maintain the integrity and security of the Active Directory environment. Alert records: - Password Last Set - Initiator - Target Account - Domain This rule helps in identifying and alerting administrators to these high-risk events to facilitate prompt and appropriate responses.",High,PT30M,PT30M,Name convention of Accounts.,adds11b4-ig12-0405-2023-f094a0mk1088,Custom,Approved,WinSecEvents,
ADDS-022 - Possible Resource-Based Constrained Delegation Abuse,"This query identifies Active Directory computer objects modifications that allow an adversary to abuse the Resource-based constrained delegation. This query checks for event id 5136 that the Object Class field is ""computer"" and the LDAP Display Name is ""msDS-AllowedToActOnBehalfOfOtherIdentity"" which is an indicator of Resource-based constrained delegation. Ref: https://shenaniganslabs.io/2019/01/28/Wagging-the-Dog.html",Medium,PT1H,PT1H,NO.,adds892d-ig10-2022-90b7-bea360mk1088,Out of Box,Approved,WinSecEvents,
ADDS-023 - Potential Build Process Compromise,The query looks for source code files being modified immediately after a build process is started. The purpose of this is to look for malicious code injection during the build process. More details: https://techcommunity.microsoft.com/t5/azure-sentinel/monitoring-the-software-supply-chain-with-azure-sentinel/ba-p/2176463,Medium,P1D,P1D,NO.,adds26a3-ux53-2022-b9d6-ba7f46mk1088,Out of Box,Approved,WinSecEvents,
ADDS-024 - Potential Fodhelper UAC Bypass,This detection looks for the steps required to conduct a UAC bypass using Fodhelper.exe. By default this detection looks for the setting of the required registry keys and the invoking of the process within 1 hour - this can be tweaked as required.,Medium,PT2H,PT2H,NO.,addsd0c2-ig10-2022-9ee5-c67926mk1088,Out of Box,Approved,WinSecEvents,
ADDS-025 - Potential Kerberoasting,A service principal name (SPN) is used to uniquely identify a service instance in a Windows environment. Each SPN is usually associated with a service account. Organizations may have used service accounts with weak passwords in their environment. An attacker can try requesting Kerberos ticket-granting service (TGS) service tickets for any SPN from a domain controller (DC) which contains a hash of the Service account. This can then be used for offline cracking. This hunting query looks for accounts that are generating excessive requests to different resources within the last hour compared with the previous 24 hours. Normal users would not make an unusually large number of request within a small time window. This is based on 4769 events which can be very noisy so environment based tweaking might be needed.,Medium,PT1H,P1D,NO.,adds10d3-ux53-2022-a6b8-5819b9mk1088,Out of Box,Approved,WinSecEvents,
ADDS-026 - Potential Remote Desktop Tunneling,"This rule detects remote desktop authentication attempts with a localhost source address, which can indicate a tunneled login. Ref: https://www.mandiant.com/resources/bypassing-network-restrictions-through-rdp-tunneling",Low,PT1H,PT1H,NO.,adds4dee-r2d2-2022-b30f-1fd390mk1088,Custom,Approved,WinSecEvents,
ADDS-027 - Potential re-named sdelete usage,This detection looks for command line parameters associated with the use of Sysinternals sdelete (https://docs.microsoft.com/sysinternals/downloads/sdelete) to delete multiple files on a host's C drive. A threat actor may re-name the tool to avoid detection and then use it for destructive attacks on a host.,Low,PT1H,PT1H,NO.,adds2f00-h029-2022-9e81-cc146dmk1088,Out of Box,Approved,WinSecEvents,
ADDS-028 - Powershell Empire cmdlets seen in command line,"This query identifies use of PowerShell Empire's cmdlets within the command line data of the PowerShell process, indicating potential use of the post-exploitation tool.",Medium,PT1H,PT1H,NO.,adds50fc-bt01-2022-9309-4d7a87mk1088,Out of Box,Approved,WinSecEvents,
ADDS-029 - Process executed from binary hidden in Base64 encoded file,Encoding malicious software is a technique used to obfuscate files from detection. The first CommandLine component is looking for Python decoding base64. The second CommandLine component is looking for Bash/sh command line base64 decoding. The third one is looking for Ruby decoding base64.,Medium,PT30M,PT30M,NO.,5af01850-9147-4691-9281-6138be023899,Out of Box,Approved,WinSecEvents,
ADDS-030 - SDelete Recursive Execution on Windows Host,"This rule evaluates Windows Security Events (Event ID 4688) to identify recursive execution of SDelete on Windows hosts. The rule detects process creation events where sdelete.exe, or a command line containing SDelete, is executed with recursive deletion parameters. SDelete is a secure deletion utility that can overwrite deleted files and make data recovery difficult. When used recursively, it may indicate destructive activity, attempted data wiping, or removal of forensic artifacts. Alert records: - Time when SDelete was executed. - Host where the process was observed. - Account associated with the process execution. - SDelete process name and path. - Parent process name and parent process ID. - Command line used for execution. This activity may indicate an attempt to destroy data, prevent recovery, or remove evidence after compromise.",Medium,PT1H,PT1H,NO.,adds030a-c3p0-0207-2026-cdba65mk1088,Custom,Approved,WinSecEvents,
ADDS-031 - Security Event log cleared,"Checks for event id 1102 which indicates the security event log was cleared. It uses Event Source Name ""Microsoft-Windows-Eventlog"" to avoid generating false positives from other sources, like AD FS servers for instance.",High,NRT,NRT,NO.,adfe8719-mse6-2022-b809-f121f9mk1088,Out of Box,Approved,WinSecEvents,
ADDS-032 - Security descriptor modified on AD object,"This rule evaluates audit events from the SecurityEvent log (Event ID 5136) to detect changes made to the security descriptors of Active Directory objects. It focuses on modifications to the nTSecurityDescriptor attribute, which defines access control for directory objects. The rule compares the old and new values to identify specific access control entries that were added or removed. The detection includes objects such as organizational units, group policies, service accounts, certificate templates, and others that are commonly targeted for unauthorized privilege escalation or persistence. Such modifications can allow adversaries to grant broad access, hide objects, deny administrative control, or weaken auditing. Identifying these changes is critical for detecting abuse of permissions and maintaining the security posture of Active Directory. Alert records: - Time: When the change was made - Object: Distinguished name, object class, and name of the modified item - Initiator: Account name and SID of the user who made the change - Computer: Host where the event occurred - Changed values: Specific access control entries that were added or removed Monitoring this activity supports detection of privilege misuse and helps enforce proper access governance within the domain.",Medium,PT15M,PT15M,NO.,addsb611-c3p0-2004-2023-418111mk1088,Custom,Approved,WinSecEvents,
ADDS-033 - Security Service Registry ACL Modification,"Identifies attempts to modify registry ACL to evade security solutions. In the Solorigate attack, the attackers were found modifying registry permissions so services.exe cannot access the relevant registry keys to start the service. The detection leverages Security Event as well as MDE data to identify when specific security services registry permissions are modified. Only some portions of this detection are related to Solorigate, it also includes coverage for some common tools that perform this activity. Reference on guidance for enabling registry auditing: - https://docs.microsoft.com/windows/security/threat-protection/auditing/advanced-security-auditing-faq - https://docs.microsoft.com/windows/security/threat-protection/auditing/appendix-a-security-monitoring-recommendations-for-many-audit-events - https://docs.microsoft.com/windows/security/threat-protection/auditing/audit-registry - https://docs.microsoft.com/windows/security/threat-protection/auditing/event-4670 - For the event 4670 to be created the audit policy for the registry must have auditing enabled for Write DAC and/or Write Owner - https://github.com/OTRF/Set-AuditRule - https://docs.microsoft.com/dotnet/api/system.security.accesscontrol.registryrights?view=dotnet-plat-ext-5.0",High,PT1H,PT1H,NO.,ad00e135-c3p0-2022-8dbd-5706fbmk1088,Out of Box,Approved,WinSecEvents,
ADDS-034 - Scheduled Task Hide,"The rule evaluates audit events from the SecurityEvent table to detect deletion of the SD (Security Descriptor) value from registry keys under the Schedule\\TaskCache\\Tree hive. This specific action is a known technique used by malware to hide scheduled tasks from visibility tools like Task Scheduler and schtasks /query, making detection and analysis more difficult. The registry operation identified by Event ID 4657 with OperationType %%1906 indicates a deletion of a registry value. When this deletion targets the SD value in scheduled task registry paths, it strongly suggests an evasion attempt through task concealment. Alert Records: - TimeGenerated: When the registry operation occurred. - Computer: Host where the deletion was performed. - HostName / HostDomain: Parsed host and domain information from the Computer name. - ObjectName: The registry key path. - ObjectValueName: Name of the registry value that was deleted (should be “SD”). - OperationType / OperationName: Type of registry action performed. - Initiator / InitiatorSID / InitiatorDomain: Identity details of the user or process performing the action. Monitoring this type of activity is essential for detecting stealth techniques used by advanced threats to maintain persistence and evade detection in Active Directory environments.",High,PT30M,PT30M,"registry auditing must be enabled for HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tree, and the corresponding audit policies must be properly configured.",ad2b1f9b-ux53-2022-96b6-fadec8mk1088,Custom,Approved,WinSecEvents,
ADDS-035 - Starting or Stopping HealthService to Avoid Detection,This query detects events where an actor is stopping or starting HealthService to disable telemetry collection/detection from the agent. The query requires a SACL to audit for access request to the service.,Medium,P1D,P1D,NO.,d716bafb-ceec-4ecc-a4ad-b368fa73d4df,Out of Box,Approved,WinSecEvents,
ADDS-036 - Successful remote or local logon to Domain Controller,This query detects sucessfull remote or local logon to Domain Controller. Connecting directly to a domain controller should be very rare. All administration should be done through terminal servers or administration tools. Please verify the reason for the event,Medium,PT10M,PT10M,Watchlist DomainControllerList.,addsf7e8-c3p0-0301-2023-b7eee2mk1088,Custom,Approved,WinSecEvents,
ADDS-037 - Use Kerberos encryption with DES algorithm,"The rule check for uses of DES encryption algorithm. DES is a very weak algorithm and once assigned to an account, it can be used in Kerberos ticket requests, even though it is easily cracked. If the attacker cracks the Kerberos ticket, they can steal the token and compromise the user account. It is recommended to disable DES as an encryption algorithm in the user configuration dialog or in the ""msDSSupportedEncryptionTypes"" attribute at LDAP level. It has to be disabled in the property of an account by unchecking the box ""Use Kerberos DES encryption for this account"". References: https://docs.microsoft.com/en-us/services-hub/health/remediation-steps-ad/remove-the-highly-insecure-des-encryption-from-user-accounts https://docs.microsoft.com/en-us/archive/blogs/openspecification/msds-supportedencryptiontypes-episode-1-computer-accounts",Low,P1D,P1D,NO.,adds2774-c3p0-2022-8782-03fde2mk1088,Out of Box,Approved,WinSecEvents,
ADDS-038 - User account Created and Deleted or Enabled and Disabled in short time span,"The rule identifies User Account activities outside of normal identity management processes. When a user account is: - Created and then Deleted in 10 minutes (threshold) - Enabled and then Disabled in 10 minutes (threshold) This can be an indication of compromise and an adversary attempting to hide in the noise. Actions could mean a bad actor is trying to avoid detection by creating/enabling accounts, using them, and then deleting/disabling the account.",Low/Medium/High,PT2H,PT2H20M,NO.,adds698b-r2d2-3005-2023-d1c58fmk1088,Custom,Approved,WinSecEvents,
ADDS-039 - Windows Binaries Executed from Non-Default Directory,"The query detects Windows binaries, that can be executed from a non-default directory (e.g. C:\Windows\, C:\Windows\System32 etc.). Ref: https://lolbas-project.github.io/",Medium,PT1H,PT1H,NO.,ad1d3af3-4lom-2022-a100-eae823mk1088,Out of Box,Approved,WinSecEvents,
ADDS-040 - Windows Built-in Guest Account Modification,"The rule evaluates Security Events related to the modification of the built-in Guest account on Windows systems (SID 501). This type of account is therefore often subject to hardening measures. Control will actually depend on the exact hardening rules but the expected state is that built-in guest accounts are always disabled. The rule globally creates 3 types of alerts: - Account activation - Password change or reset - Other account modifications The Alert records: - Operation - Password Last Set - Initiator - Target Account - Domain Monitoring the built-in Guest account is crucial for security because this account is a common target for unauthorized access attempts and malicious activities. By tracking modifications to this account, we can detect and respond to potential security breaches, ensuring that only authorized changes are made and preventing misuse of the account.",Medium,PT30M,PT30M,NO.,adds5b4f-c3p0-2407-2024-f8f0e2mk1088,Custom,Approved,WinSecEvents,
ADDS-041 - Zinc Actor IOCs files - October 2022,Identifies a match across filename and commandline IOC's related to an actor tracked by Microsoft as Zinc. Reference: https://www.microsoft.com/security/blog/2022/09/29/zinc-weaponizing-open-source-software/,High,PT1H,PT1H,NO.,9eefd09c-0526-4ae4-b4ca-07a5039aa6d4,Out of Box,Approved,WinSecEvents,
ADDS-042 - Member Added to Sensitive Group in Active Directory,"The rule evaluates events where a member is added to a sensitive group in Active Directory. The 'ADCustomPrivilegedGroups' watchlist, containing a list of custom sensitive groups, is crucial for accurate detection. The alert records the following event details: - Name and SID of the target user - Name and SID of the event initiator - Name and SID of the sensitive group Additionally, the rule employs filters to further refine the results, checking for specific conditions such as well-known local and group SIDs, custom sensitive groups, and group names containing variations of finance, HR and other relevant terms. Identifying these events is imperative for proactive surveillance and the subsequent enforcement of tailored security protocols within the Active Directory infrastructure.",Low,PT10M,PT10M,Watchlist ADCustomPrivilegRoles.,adds8b1a-r2d2-1707-2024-177448mk1088,Custom,Approved,WinSecEvents,
ADDS-043 - Possible Obfuscation via ACL Deny Entry in AD,"The rule evaluates audit events from the SecurityEvent table (Event ID 5136) to detect changes to Active Directory object permissions where Deny access control entries (ACEs) have been added. It specifically targets modifications to the nTSecurityDescriptor attribute that may be used to deliberately suppress visibility of directory objects. These Deny entries commonly affect broad security principals such as Everyone and apply to rights like List Content or Full Control, resulting in objects being excluded from standard administrative views, LDAP queries, or security tooling. The rule is intended to identify attempts to conceal Active Directory objects as part of stealth or persistence mechanisms. This behavior is typically associated with adversaries seeking to hide privileged accounts, backdoor groups, or other unauthorized configurations. Alert Records: - Time: When the directory object was modified. - Object: Name, class, and distinguished name (DN) of the modified AD object. - Access Change: A description of the newly added Deny permission. - Initiator: The user or process making the modification, including SID and domain context. Highlighting these ACL changes enables detection of object-level obfuscation techniques designed to evade detection, bypass security controls, or persist within Active Directory environments.",Medium,PT15M,PT15M,NO.,adds0043-c3p0-1703-2025-hide11mk1088,Custom,Approved,WinSecEvents,
ADDS-044 - Unexpected Primary Group Assignment on AD Object,"The rule evaluates audit events from the SecurityEvent table to identify changes to the Primary Group attribute of user (Event ID 4738) or computer (Event ID 4742) objects in Active Directory. The primary group is an attribute stored directly on an account, unlike traditional group memberships which are tracked via group object memberships. This rule flags cases where an object’s primary group is changed to something other than the expected default values (Domain Users for users – ID 513, Domain Computers for computers – ID 515), such as Domain Admins or Enterprise Admins. Such changes are often used as a stealthy method to escalate privileges or hide administrative access, as primary group memberships are not typically reflected in standard group membership queries. This behavior is consistent with techniques used to maintain hidden persistence in Active Directory environments. Alert records: - Time: When the group change occurred. - Target: The object whose primary group was changed, including username and SID. - Initiator: The user who performed the change, including domain and SID. - Primary Group: The new primary group name and its ID. - Computer: The host that processed the change. Monitoring changes to the primary group attribute is essential for detecting hidden privilege escalation and unauthorized group changes that may otherwise go unnoticed in traditional audit mechanisms. This visibility helps uncover potential abuse and maintain integrity in Active Directory environments.",Medium,PT10M,PT10M,NO.,adds0044-r2d2-1703-2025-group1mk1088,Custom,Approved,WinSecEvents,
ADDS-045 - User Account with Empty UPN in Active Directory,"This rule evaluates Windows Security Event logs (Event ID 4720 and 4738) to detect the creation or modification of user accounts without a valid User Principal Name (UPN). These events may occur when a UPN is left empty during account provisioning or intentionally removed during user modifications. Attackers or misconfigured administrative processes may create or alter accounts to exclude UPN values, which can hinder proper authentication, auditability, and directory integration. Such activity may serve as an evasion tactic or indicate identity mismanagement. Monitoring this behavior aligns with the MITRE ATT&CK technique T1136 – Create Account, and is crucial for identifying improper account configuration that may allow unauthorized access or reduce traceability. Alert Records: - Time: When the account creation or modification occurred. - Device: The host on which the change was logged. - Initiator: The user or process responsible for the change, including domain, username, SID, and logon ID. - Target: The account that was created or modified, including username, domain, SID, and UPN value. Identifying user accounts without UPNs is essential, as they may bypass controls designed to track or enforce identity-based access across systems",Medium,PT30M,PT30M,NO.,adds0045-c3p0-0207-2025-upn111mk1088,Custom,Approved,WinSecEvents,
ADDS-046 - Group Policy Object Modification in AD,"This rule evaluates audit events from the SecurityEvent table to identify potentially unauthorized or suspicious modifications of Group Policy Objects (GPOs) within Active Directory environments. The rule analyzes changes at two levels: - File system modifications of GPO templates in SYSVOL (Event ID 4663) - Directory service object changes related to Group Policy (Event IDs 5136 and 5141) Activities are flagged when modifications are observed only at the SYSVOL level without corresponding updates in directory services, which is highly suspicious and may indicate tampering or bypass of proper policy management. Legitimate GPO changes should always involve both layers of synchronization. This monitoring aligns with the MITRE ATT&CK technique T1484.001 – Domain Policy Modification and is critical for detecting potential tampering with security settings, lateral movement preparations, or persistence mechanisms by adversaries. Alert Records: - Time: Timestamp of the GPO modification activity - GPO Name and ID: Retrieved from the watchlist - Computer: The domain controller where the activity was logged - Process: The process name initiating the activity - Initiator: Domain and username (SID) of the account that performed the action - GPO Object Details: Including GUID, DN, status (Created/Edited/Deleted), and modified properties - Operation: Type of modification (Write or Delete) - Severity: Determined based on whether directory synchronization was missing Monitoring these activities is crucial for detecting unauthorized changes that could alter domain security policies. Isolated file-level modifications of GPOs without corresponding directory updates are rare and often signify malicious intent.",Medium / High,PT30M,PT30H,Watchlist GPO + NTFS auditing on the folder: %SystemRoot%\SYSVOL\domain\Policies.,adds0046-r2d2-1407-2025-gpo111mk1088,Custom,Approved,WinSecEvents,
ADDS-047 - Pass The Hash Activity via NTLM Authentication,"The rule evaluates SecurityEvent logs (Event ID 4624) and Microsoft Defender for Endpoint (MDE) DeviceLogonEvents to identify potential Pass-the-Hash (PtH) activity. It correlates interactive or RDP logons on a source device with subsequent NTLM network logons (LogonType 3) from the same device within a defined correlation window (default 8h). Suspicious behavior is identified when a user (User A) successfully logs on interactively/RDP to a device (SourceHost) and, within the correlation window, the same device initiates an NTLM network logon to a different device (TargetHost) under a different account (User B). This mismatch between the locally authenticated user and the account used for network authentication strongly suggests the use of stolen password hashes. Such behavior may indicate that an attacker has obtained password hashes from a compromised host and is reusing them to authenticate against other systems, enabling lateral movement without needing the plaintext password. Alert records: - Time: When the NTLM authentication occurred. - Source Host: The device from which the NTLM logon originated. - Source IP: IP address of the source host. - Authenticated Account: Account used for the interactive/RDP logon on the source device. - Target Host: The device receiving the NTLM logon. - Target Account: The account being authenticated against on the target device. - Logon Types: Details of both the interactive/RDP logon and the NTLM network logon observed. Monitoring this activity aligns with the MITRE ATT&CK technique T1550.002 – Use Alternate Authentication Material: Pass the Hash and is critical for detecting lateral movement and compromised account usage in Windows environments.",Medium,PT1H,PT8H,MDE. SecurityEvent ID 4624. whitelist of multihost sources and targets.,win6sec8-r2d2-1109-2025-pth000mk1088,Custom,Approved,WinSecEvents,
